area_type,availability,location,size,society,total_sqft,bath,balcony,price
Built-up  Area,Ready To Move,Thanisandra,3 BHK,Soitya ,1680,3.0,2.0,124.68857464570162
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,i1rtsCo,1395,3.0,2.0,109.55408534383669
Plot  Area,Ready To Move,Chandapura,4 Bedroom,,1425,3.0,1.0,139.18814273824123
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,,1540,3.0,1.0,116.38158836917293
Super built-up  Area,Ready To Move,Old Airport Road,4 BHK,Roa 2ha,2671,4.0,,188.74644127855214
Built-up  Area,Ready To Move,Malleshwaram,8 Bedroom,,6700,8.0,0.0,458.95871541707834
Super built-up  Area,Ready To Move,Hebbal,3 BHK,Kacesh ,2388,3.0,2.0,148.57630634564129
Plot  Area,Ready To Move,KSRTC Layout,6 Bedroom,,1000,6.0,3.0,190.68703178175463
Super built-up  Area,18-Jul,Ramagondanahalli,2 BHK,ViistLa,1235,2.0,1.0,77.60570122654883
Super built-up  Area,18-Sep,Chandapura,2 BHK,SunceEs,1015,2.0,2.0,67.83090054246603
Super built-up  Area,Ready To Move,Hormavu,2 BHK,,970,2.0,2.0,66.06252194721807
Super built-up  Area,18-Jul,Old Madras Road,2 BHK,SheldGr,1225,2.0,1.0,77.21272820538262
Plot  Area,18-May,TC Palaya,3 Bedroom,,1200,2.0,0.0,104.68543398337299
Super built-up  Area,Ready To Move,KR Puram,2 BHK,SVlesas,1156,2.0,1.0,74.50121435933576
Super built-up  Area,Ready To Move,Kaikondrahalli,3 BHK,Brtiael,1735,2.0,2.0,106.03655717766753
Super built-up  Area,Ready To Move,Kengeri,2 BHK,,750,2.0,1.0,58.546509699987666
Built-up  Area,Ready To Move,Kattigenahalli,1 BHK,,750,1.0,2.0,34.56166368313471
Built-up  Area,Ready To Move,RMV Extension,3 BHK,Hohnari,1775,3.0,1.0,129.5512125652068
Super built-up  Area,Ready To Move,Kumaraswami Layout,3 BHK,RoisePa,1350,2.0,1.0,92.03649008119466
Super built-up  Area,Ready To Move,Begur Road,2 BHK,DhncyRe,965,2.0,2.0,65.86603543663497
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Gaodsch,1505,3.0,2.0,113.87678857666499
Super built-up  Area,Ready To Move,Sector 7 HSR Layout,2 BHK,Saitya ,1342,2.0,2.0,80.68111833460107
Plot  Area,Ready To Move,Shivaji Nagar,1 Bedroom,,374,1.0,0.0,35.52405332675494
Super built-up  Area,Ready To Move,Mahadevpura,3 BHK,3Codeli,2178,3.0,1.0,141.4532671195771
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1452,3.0,3.0,110.66463734605789
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1580,2.0,1.0,101.07486956801748
Super built-up  Area,Ready To Move,8th Block Jayanagar,4 BHK,Vaisei ,3367,5.0,,232.9759744375406
Built-up  Area,Ready To Move,Whitefield,2 BHK,P acera,1305,2.0,1.0,84.29127057334026
Super built-up  Area,Ready To Move,Old Madras Road,2 BHK,Brglede,1210,2.0,1.0,76.6232686736333
Built-up  Area,18-Dec,Electronic City,2 BHK,,1090,2.0,1.0,75.73239308434202
Plot  Area,Ready To Move,Srinagar,6 Bedroom,,1800,5.0,2.0,206.3756568076573
Super built-up  Area,Ready To Move,Murugeshpalya,2 BHK,Sahtsi ,1175,2.0,1.0,75.24786309955157
Super built-up  Area,Ready To Move,Electronic City,3 BHK,Itvir M,1103,2.0,2.0,81.09070470603837
Built-up  Area,Ready To Move,Nagarbhavi,4 Bedroom,,2700,4.0,1.0,192.6914270201359
Super built-up  Area,19-Dec, Bhoganhalli,1 RK,Rosha I,336,1.0,0.0,16.616610845078057
Super built-up  Area,Ready To Move,Bagalur,3 BHK,Krton S,2767,3.0,1.0,164.59937806626684
Plot  Area,Ready To Move,9th Phase JP Nagar,4 Bedroom,,600,4.0,0.0,124.7758735962754
Super built-up  Area,Ready To Move,Old Madras Road,4 BHK,Brica E,3630,6.0,1.0,259.060381561606
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,2556,3.0,2.0,155.17825310123362
Plot  Area,Ready To Move,Frazer Town,4 Bedroom,,2400,4.0,0.0,195.51101740619313
Super built-up  Area,Ready To Move,BTM Layout,2 BHK,Raide P,1303,2.0,1.0,80.27791777047905
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Rie 2ri,1000,2.0,2.0,67.2414410107167
Super built-up  Area,Ready To Move,Hennur,2 BHK,SLureSi,1050,2.0,1.0,70.33570033497395
Super built-up  Area,19-Dec,7th Phase JP Nagar,4 BHK,Puarero,2504,4.0,1.0,181.05439760665024
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,,1035,2.0,1.0,69.74624080322464
Super built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,Bipan A,1076,2.0,2.0,70.22803597157989
Super built-up  Area,18-May,Electronics City Phase 1,2 BHK,Shitt S,1200,2.0,2.0,75.10090143404089
Built-up  Area,18-Dec,Electronic City Phase II,2 BHK,Sryalan,1090,2.0,1.0,75.84235061826675
Super built-up  Area,Ready To Move,Whitefield,2 BHK,SSthamh,1180,2.0,2.0,74.31495539170848
Super built-up  Area,21-Dec,Thanisandra,3 BHK,Bhe 2ko,1349,3.0,3.0,106.61701522804593
Built-up  Area,Ready To Move,Thubarahalli,4 Bedroom,Raosehi,2000,4.0,2.0,164.05392132007503
Plot  Area,Ready To Move,Hosa Road,9 Bedroom,,4000,9.0,3.0,388.9495681227816
Super built-up  Area,Ready To Move,Hebbal,3 BHK,Brium C,3450,5.0,2.0,224.06726296513335
Built-up  Area,Ready To Move,Banashankari,4 Bedroom,Bharani,1300,3.0,1.0,120.79659317104628
Built-up  Area,Ready To Move,Devanahalli Road,3 Bedroom,,2424,3.0,3.0,152.79637320204142
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Bhncy R,1230,2.0,2.0,76.27982049753952
Super built-up  Area,18-Jul,Bhoganhalli,4 BHK,Rosha I,2119,4.0,3.0,163.66614785489878
Super built-up  Area,Ready To Move,Lakshmi Layout,3 BHK,,1600,3.0,,119.86882071459638
Super built-up  Area,Ready To Move, Hoodi,1 BHK,Aklon A,750,1.0,1.0,31.75629970293295
Super built-up  Area,Ready To Move,Whitefield,2 BHK,MKensi ,1225,2.0,2.0,76.08333398695642
Built-up  Area,18-Apr,Doddaballapur,1 Bedroom,,5Acres,1.0,0.0,57.648022241796205
Plot  Area,Ready To Move,nynappanahalli,3 Bedroom,,3600,3.0,1.0,214.74817573065738
Super built-up  Area,Ready To Move,Talaghattapura,3 BHK,,1350,2.0,1.0,92.03649008119466
Super built-up  Area,Ready To Move,Thirupalya,2 BHK,Pao 2Sm,1025,2.0,1.0,69.35326778205842
Super built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsan,920,2.0,1.0,65.22705105981322
Super built-up  Area,Ready To Move,Narayanappa Garden,2 BHK,Vacle P,1140,2.0,2.0,72.74306330704363
Plot  Area,Ready To Move,Sector 3 HSR Layout,1 Bedroom,,1200,1.0,,67.98362487508385
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Veales ,1350,2.0,2.0,80.99549675153403
Built-up  Area,Ready To Move,Subramanyapura,3 BHK,NaersSh,1750,3.0,2.0,127.43938579386509
Super built-up  Area,Ready To Move,Electronic City,1 BHK,Goty  E,638,1.0,1.0,27.245044331946687
Super built-up  Area,18-Apr,EPIP Zone,2 BHK,BrontLa,1130,2.0,1.0,73.47948450430363
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Puallhi,1984,4.0,1.0,150.7082013947729
Super built-up  Area,Ready To Move,Gottigere,2 BHK,Krryll ,1163,2.0,3.0,72.51750703729972
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,,1390,2.0,3.0,91.3495937290071
Super built-up  Area,Ready To Move,Nandini Layout,1 BHK,,400,1.0,1.0,18.002243962115614
Super built-up  Area,Ready To Move,Chandra Layout,2 BHK,,864,2.0,1.0,63.026402141282446
Super built-up  Area,18-Nov,Kengeri,1 BHK,VBn 2lm,540,1.0,1.0,23.503866258442557
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,Sondaka,950,2.0,2.0,65.27657590488565
Super built-up  Area,18-Nov,Govindpura,2 BHK,,1171,2.0,1.0,75.09067389108509
Plot  Area,Ready To Move,Sadanand Nagar,3 Bedroom,,3075,3.0,1.0,194.1170921194314
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,NCowsar,1692,3.0,2.0,121.22538407247312
Super built-up  Area,Ready To Move,Kodihalli,4 BHK,Soianal,3321,4.0,2.0,212.03089921750336
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,SLaceda,1140,2.0,1.0,73.87245752546983
Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,Mayne A,1260,2.0,1.0,88.49973289069877
Built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,,700,2.0,0.0,61.64579701121076
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,Dyayash,1485,3.0,2.0,113.09084253433258
Super built-up  Area,18-May,Rachenahalli,1 BHK,AsNowre,660 - 690,1.0,0.0,29.93839626261257
Built-up  Area,Ready To Move,Kothannur,2 BHK,,1090,2.0,3.0,73.58356218141435
Carpet  Area,20-Dec,Kanakpura Road,3 BHK,Roiti A,978,3.0,0.0,102.15497591094615
Super built-up  Area,15-Oct,Jeevanhalli,3 BHK,Moersrm,2200,4.0,,160.32581287038926
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,1700,3.0,2.0,121.53976248940609
Plot  Area,Ready To Move,Haralur Road,4 Bedroom,,1200,4.0,,148.35425486624797
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,NRowse ,1464,3.0,3.0,111.13620497145735
Super built-up  Area,18-Aug,Hennur Road,3 BHK,Puachal,1804,3.0,2.0,125.62668190953467
Super built-up  Area,Ready To Move,Gottigere,2 BHK,,1230,2.0,2.0,76.27982049753952
Built-up  Area,18-Aug,Battarahalli,3 BHK,PaontWa,2082,3.0,2.0,140.48609009658324
Built-up  Area,Ready To Move,Begur Road,3 BHK,Dhalsh ,1500,2.0,2.0,100.73644937888956
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,,1100,2.0,2.0,71.1711712223788
Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,Sovar S,1530,2.0,2.0,97.98061024376024
Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,,909,2.0,0.0,79.77053226481897
Super built-up  Area,Ready To Move,Whitefield,3 BHK,,1380,3.0,1.0,110.09402003051358
Built-up  Area,Ready To Move,Telecom Layout,3 Bedroom,,2140,4.0,1.0,160.77333872359375
Super built-up  Area,Ready To Move,Bellandur,2 BHK,Octons ,1309,2.0,,81.64309580160497
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1070,2.0,1.0,71.01168884338165
Plot  Area,18-Feb,Sarjapur  Road,4 Bedroom,,2650,4.0,2.0,203.07655449849597
Super built-up  Area,Ready To Move,Basavangudi,2 BHK,,1150,2.0,2.0,73.13603632820985
Built-up  Area,Ready To Move,Pulkeshi Nagar,5 BHK,ElaleSp,3500,5.0,,252.04887292891357
Super built-up  Area,Ready To Move,Thirupalya,1 BHK,Pao 2Sm,675,1.0,1.0,28.809002044186386
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,Brods W,1333,3.0,1.0,108.24704683103239
Built-up  Area,19-Dec,"Hoodi Circle, ",3 BHK,,1545,3.0,2.0,119.38343885995779
Super built-up  Area,Ready To Move,Sanjay nagar,3 BHK,,1500,3.0,1.0,114.80969628450809
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Soiniy ,1697,3.0,2.0,121.42187058305622
Plot  Area,Ready To Move,Koppa village,6 Bedroom,,1000,5.0,1.0,176.06720933278672
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,,2735,3.0,3.0,161.0830759616826
Built-up  Area,Ready To Move,T Dasarahalli,1 Bedroom,,480,1.0,0.0,26.210180548499437
Super built-up  Area,18-Jul,Bhoganhalli,4 BHK,Rosha I,2171,4.0,2.0,166.83900178338928
Plot  Area,Ready To Move,Hormavu,4 Bedroom,,3054,4.0,1.0,220.08205877203704
Super built-up  Area,20-Dec,Old Madras Road,2 BHK,SheldGr,1165 - 1225,2.0,0.0,77.16320336031018
Super built-up  Area,17-Nov,Babusapalaya,3 BHK,,1214,2.0,2.0,85.562662774908
Super built-up  Area,Ready To Move,Dena Bank Colony,1 BHK,AlentAp,570,1.0,2.0,23.553391103514983
Super built-up  Area,Ready To Move,Choodasandra,2 BHK,MJiyayl,1249,2.0,2.0,77.02646923775532
Built-up  Area,Ready To Move,R.T. Nagar,2 BHK,,1000,2.0,2.0,71.17619920934466
Super built-up  Area,19-Dec,Binny Pete,4 BHK,Shestlo,2695 - 2940,,,126.98905249535596
Super built-up  Area,17-Nov,Sarjapur  Road,3 BHK,PualeSk,1924,4.0,1.0,148.35036326777566
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1153,2.0,2.0,73.25392823455971
Built-up  Area,Ready To Move,"Varthur Road, ",1 BHK,,663,1.0,1.0,32.27219261741489
Super built-up  Area,Ready To Move,Ambalipura,3 BHK,SJarkte,1730,3.0,1.0,123.84807577133091
Super built-up  Area,Ready To Move,Doddakallasandra,3 BHK,,1145,2.0,1.0,83.98054314728736
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1304,2.0,2.0,79.18782085416947
Super built-up  Area,21-Dec,Hebbal,3 BHK,Raard B,1645,3.0,2.0,119.37841087299194
Super built-up  Area,Ready To Move,Lingadheeranahalli,4 BHK,Soiewre,2247,4.0,2.0,169.82559674425246
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,,1152,3.0,1.0,101.134235147924
Built-up  Area,Ready To Move,"yelahanka, north",3 BHK,,1512,2.0,2.0,101.20801700428902
Super built-up  Area,Ready To Move,RMV 2nd Stage,4 BHK,,2830,4.0,0.0,194.99471231509486
Super built-up  Area,Ready To Move,Ittamadu,2 BHK,,1080,2.0,0.0,72.64401361689877
Plot  Area,Ready To Move,Whitefield,5 Bedroom,PrOakSi,2200,5.0,0.0,214.4417669799236
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1608,3.0,3.0,116.79501647625077
Built-up  Area,Ready To Move,Hebbal,2 BHK,,1068,2.0,1.0,74.97780997170108
Plot  Area,Ready To Move,5th Phase JP Nagar,4 Bedroom,,1200,4.0,1.0,147.22486064782177
Super built-up  Area,Ready To Move,Koramangala,3 BHK,Gencysi,2100,3.0,2.0,137.25868333605447
Super built-up  Area,Ready To Move,Jakkur,3 BHK,,1711,3.0,1.0,123.10142703111511
Super built-up  Area,Ready To Move,Hoodi,3 BHK,Keers S,1769,3.0,3.0,123.12188211702673
Super built-up  Area,Ready To Move,Vittasandra,3 BHK,Prlla C,1650,3.0,2.0,119.57489738357503
Super built-up  Area,Ready To Move,Kereguddadahalli,2 BHK,,4000,2.0,1.0,186.26274157900576
Super built-up  Area,Ready To Move,Alfa Garden Layout,2 BHK,,1010,2.0,1.0,68.76380825030911
Super built-up  Area,Ready To Move,Kenchenahalli,2 BHK,AriosPa,1145,2.0,2.0,72.93954981762673
Super built-up  Area,Ready To Move,Doopanahalli,3 BHK,VancyRe,2050,4.0,1.0,153.3018233344699
Plot  Area,Ready To Move,kg halli hidayat nagar,6 Bedroom,,600,3.0,3.0,124.33227827764537
Super built-up  Area,Ready To Move,Srinivasa Nagar,4 BHK,,3500,4.0,3.0,217.93572207795233
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1295,2.0,2.0,78.83414513511988
Built-up  Area,Ready To Move,Kauser Nagar,9 BHK,,4000,8.0,,361.97975308962265
Plot  Area,Ready To Move,Whitefield,4 Bedroom,SarkkHy,2660,3.0,2.0,186.5909166338419
Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1128,2.0,1.0,73.29093236614567
Super built-up  Area,Ready To Move,Sathya Sai Layout,4 BHK,Prowshi,5576,6.0,3.0,333.274143043698
Super built-up  Area,19-Dec,Hoodi,3 BHK,,1350,3.0,2.0,107.78570674858875
Plot  Area,Ready To Move,Hulimavu,9 Bedroom,,1200,9.0,1.0,281.1759106330954
Super built-up  Area,Ready To Move,Dasarahalli,3 BHK,Sooneoo,1902.55,3.0,2.0,129.49943103312765
Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,Prncy R,1180,2.0,2.0,74.31495539170848
Super built-up  Area,Ready To Move,Iblur Village,3 BHK,Emine P,2666,4.0,1.0,177.5089614383084
Super built-up  Area,Ready To Move,Doddanakundi Industrial Area 2,2 BHK,,1194,2.0,1.0,75.99451183976737
Super built-up  Area,Ready To Move,Bellandur ORR,4 BHK,,3335,4.0,3.0,211.45166722870988
Plot  Area,Ready To Move,Sector 2 HSR Layout,1 Bedroom,,900,1.0,1.0,55.06504002167136
Built-up  Area,Ready To Move,Ulsoor,2 BHK,,900,2.0,0.0,69.50525743453497
Plot  Area,Ready To Move, Devarachikkanahalli,5 Bedroom,,1960,6.0,,221.8890253577549
Plot  Area,Ready To Move,Dodda Nekkundi,4 Bedroom,FeisePa,4000,5.0,,275.26531167860696
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,Gaent R,882,2.0,2.0,66.53911755958339
Built-up  Area,Ready To Move,Nagappa Reddy Layout,2 BHK,,1150,2.0,2.0,77.0707945268378
Super built-up  Area,19-Oct,Hebbal,3 BHK,SNontle,2600,3.0,2.0,156.90733439436494
Built-up  Area,Ready To Move,Kengeri,1 BHK,,405,1.0,0.0,23.26288288975286
Super built-up  Area,Ready To Move,Parappana Agrahara,2 BHK,Peide L,1194,2.0,2.0,74.86511762134117
Super built-up  Area,Ready To Move,JP Nagar,3 BHK,MBncyh ,1485,2.0,2.0,96.2122316485123
Built-up  Area,Ready To Move,MCECHS  layout,2 BHK,,1150,2.0,2.0,77.0707945268378
Super built-up  Area,18-Dec,Lalbagh Road,3 BHK,,2485,3.0,2.0,152.38814465095354
Super built-up  Area,Ready To Move,2nd Block Koramangala,2 BHK,,1200,2.0,1.0,76.23029565246709
Super built-up  Area,18-Oct,Vidyapeeta,2 BHK,,1095,2.0,2.0,70.9746847117957
Super built-up  Area,Ready To Move,Kadugodi,2 BHK,Alestrb,1314,2.0,1.0,80.71018809376187
Super built-up  Area,Ready To Move,Naidu Layout,2 BHK,,1180,2.0,1.0,75.44434961013468
Plot  Area,Ready To Move,Uttarahalli,7 Bedroom,,1750,7.0,0.0,250.33840102155364
Super built-up  Area,19-Jan,Gunjur,2 BHK,,1304,2.0,1.0,80.31721507259567
Super built-up  Area,Ready To Move,Hulimavu,3 BHK,NiarkHy,1222,2.0,1.0,87.00643541026717
Plot  Area,Ready To Move,Bhuvaneswari Nagar,5 Bedroom,,1410,4.0,,166.5182874219728
Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,Fea 3Al,880,3.0,0.0,81.66316407939487
Super built-up  Area,Ready To Move,Wilson Garden,3 BHK,SaageWi,2163,3.0,,141.99320180625398
Super built-up  Area,Ready To Move,Jeevanhalli,2 BHK,Puarka ,1200,2.0,2.0,75.10090143404089
Super built-up  Area,19-Dec,7th Phase JP Nagar,3 BHK,Puarero,1975 - 2289,3.0,0.0,140.77498544063874
Super built-up  Area,18-Jul,Iblur Village,3 BHK,DNionfl,1920,3.0,2.0,130.1851689550627
Super built-up  Area,Ready To Move,Bagalur Main Road,2 BHK,,1197,2.0,2.0,74.98300952769102
Built-up  Area,Ready To Move,Ardendale,2 BHK,Miwel M,1245,2.0,2.0,80.80403822791679
Super built-up  Area,18-Aug,Balagere,2 BHK,Soresea,1007,2.0,1.0,68.64591634395924
Super built-up  Area,18-Mar,Rajarajeshwari Nagar,3 BHK,,1410,2.0,2.0,93.26493398976572
Super built-up  Area,Ready To Move,Chandapura,2 BHK,,950,2.0,0.0,67.53536434173805
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Ahriaup,1050,2.0,2.0,69.20630611654775
Super built-up  Area,Ready To Move,JP Nagar,3 BHK,,1478,2.0,2.0,95.93715053369594
Super built-up  Area,Ready To Move,kanakapura main road,3 BHK,,1425,2.0,2.0,93.85439352151504
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Ayaya A,1275,2.0,2.0,87.9597982040219
Built-up  Area,Ready To Move,Munnekollal,2 BHK,Akave E,1200,2.0,1.0,80.16505385109505
Built-up  Area,Ready To Move,Kammanahalli,8 Bedroom,,5540,6.0,,378.82877746634387
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Prtanha,1245,2.0,3.0,75.73988581086265
Super built-up  Area,Ready To Move,Hoodi,2 BHK,Mantsm ,1133,2.0,1.0,73.59737641065348
Super built-up  Area,18-Dec,Kathreguppe,3 BHK,,1650,3.0,3.0,118.44550316514884
Super built-up  Area,Ready To Move,Kammasandra,3 BHK,Puitea ,1200,3.0,1.0,103.0205056495218
Plot  Area,Ready To Move,R.T. Nagar,3 Bedroom,,900,2.0,1.0,91.7668491299605
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,,993,2.0,1.0,68.09575411432655
Super built-up  Area,18-Feb,Panathur,1 BHK,,661,2.0,1.0,45.137450700373975
Super built-up  Area,Ready To Move,OMBR Layout,2 BHK,,1101,2.0,2.0,71.21046852449541
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,Manetr ,785,2.0,1.0,59.9219152740694
Plot  Area,Ready To Move,Mysore Road,5 Bedroom,,1200,3.0,2.0,139.12845465480973
Super built-up  Area,Ready To Move,Vijaya Bank Layout,2 BHK,,1200,2.0,1.0,76.23029565246709
Super built-up  Area,Ready To Move,KR Puram,2 BHK,MCvarar,1120,2.0,1.0,73.08651148313741
Super built-up  Area,18-Oct,Varthur,2 BHK,Soamsay,1210,2.0,1.0,76.6232686736333
Super built-up  Area,18-May,Electronic City Phase II,4 BHK,SNbay G,2150,4.0,2.0,166.01375843894022
Plot  Area,Ready To Move,Sundara Nagar,4 Bedroom,,1450,4.0,2.0,155.91979195855083
Super built-up  Area,18-Jul,Electronic City Phase II,2 BHK,Sryalan,1000,2.0,1.0,68.3708352291429
Built-up  Area,Ready To Move,Whitefield,2 BHK,,1197,2.0,1.0,80.04716194474518
Super built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,Shiaa S,695,1.0,1.0,29.594948086518798
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Mahosya,1420,2.0,1.0,84.8757021181237
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,,1565,2.0,1.0,100.48541003626816
Super built-up  Area,Ready To Move,Sultan Palaya,4 BHK,RSntsAp,2200,3.0,3.0,149.9706184405248
Super built-up  Area,Ready To Move,Herohalli,2 BHK,,1200,2.0,1.0,76.23029565246709
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Dieldli,1047,2.0,1.0,70.2178084286241
Super built-up  Area,Ready To Move,BEML Layout,3 BHK,,1375,2.0,2.0,91.88952841568398
Plot  Area,Ready To Move,MS Pallya,2 Bedroom,,990,1.0,1.0,68.51339632340168
Built-up  Area,Ready To Move,Bagalur,4 BHK,Krton S,2400,4.0,2.0,179.77284216672342
Super built-up  Area,Ready To Move,Banashankari Stage III,3 BHK,Pridsi ,1260,2.0,1.0,88.49973289069877
Super built-up  Area,Ready To Move,Shanthinagar,2 BHK,,1080,2.0,2.0,70.38522518004638
Built-up  Area,Ready To Move,Omkar Nagar,3 BHK,,1200,3.0,2.0,105.82586962972356
Super built-up  Area,17-May,Chikkalasandra,3 BHK,,1348,2.0,1.0,91.95789547696141
Built-up  Area,18-Apr,Whitefield,2 BHK,,1170,2.0,1.0,78.98613478759641
Super built-up  Area,Ready To Move,Chandapura,2 BHK,PavesGr,806,2.0,2.0,59.617764400092234
Super built-up  Area,20-Dec,Jakkur,2 BHK,ArndsSk,1245,2.0,1.0,77.99867424771503
Built-up  Area,Ready To Move,"Sarjapur Road, ",4 Bedroom,,2200,4.0,3.0,170.78398752497304
Plot  Area,Ready To Move,Tumkur Road,6 Bedroom,,1200,5.0,2.0,182.79727553768473
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,Brway G,1370,3.0,2.0,100.42866637996853
Carpet  Area,Ready To Move,Thanisandra,2 BHK,R ra  R,1449,2.0,2.0,91.61500677396752
Super built-up  Area,18-May,Kumbena Agrahara,3 BHK,,1355,3.0,,110.24098169602425
Super built-up  Area,Ready To Move,Murugeshpalya,2 BHK,,1240,2.0,3.0,75.54339930027953
Super built-up  Area,18-May,Devanahalli,3 BHK,Cerdsga,1290,2.0,1.0,89.6786519541974
Super built-up  Area,19-Mar,Hennur Road,2 BHK,Puachal,1232,2.0,1.0,77.48780932019896
Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,Neisei ,1212,2.0,1.0,76.70186327786655
Super built-up  Area,19-Dec,Chandapura,3 BHK,SuVue S,1225,3.0,1.0,104.00293820243732
Built-up  Area,Ready To Move,Hebbal,2 BHK,Arsil B,1070,2.0,2.0,73.92701035750812
Built-up  Area,Ready To Move,Raghavendra Layout,3 BHK,,1974,3.0,2.0,136.24198146798818
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,PualeSk,1711,3.0,1.0,123.10142703111511
Built-up  Area,Ready To Move,Jalahalli West,1 BHK,Prntsax,460,1.0,1.0,24.29484028774084
Built-up  Area,17-Sep,Thanisandra,2 BHK,Bhmesy ,1276,2.0,2.0,82.02225459353204
Built-up  Area,18-May,Raja Rajeshwari Nagar,2 BHK,Prllsan,1168,2.0,1.0,78.90754018336318
Super built-up  Area,Ready To Move,MS Pallya,2 BHK,,1200,2.0,0.0,77.35968987089329
Plot  Area,Ready To Move,Canara Bank Colony,9 Bedroom,,1650,9.0,3.0,296.6009081487224
Super built-up  Area,Ready To Move,Cunningham Road,4 BHK,,5400,4.0,3.0,292.7701173463083
Plot  Area,Ready To Move,Old Madras Road,9 Bedroom,,750,9.0,3.0,261.2333362437635
Super built-up  Area,Ready To Move,Hosa Road,2 BHK,SSaleRo,1025,2.0,1.0,69.35326778205842
Super built-up  Area,18-Dec,Hebbal,3 BHK,SNontle,2526,3.0,2.0,153.999334037735
Super built-up  Area,22-Jun,Hoodi,3 BHK,GoAirej,1853,3.0,2.0,127.5522497132491
Super built-up  Area,Ready To Move,Jalahalli,2 BHK,Kuownri,905,2.0,2.0,63.50819730963771
Plot  Area,Ready To Move,Hulimavu,5 Bedroom,,1500,5.0,3.0,183.54547284301037
Super built-up  Area,18-Dec,Hebbal,3 BHK,Cehosy ,3485,5.0,2.0,225.44266853921505
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,Prityel,845,2.0,1.0,62.27975340106665
Super built-up  Area,Ready To Move,Banashankari,3 BHK,V2anags,1440,2.0,,96.70264149011675
Super built-up  Area,Ready To Move,Hosur Road,4 BHK,Saageat,2800,4.0,2.0,191.55700481474383
Super built-up  Area,Ready To Move,Anekal,2 BHK,,732,1.0,2.0,39.83115315764201
Plot  Area,Ready To Move,Kothannur,4 Bedroom,,1200,5.0,,165.23286575206828
Super built-up  Area,Ready To Move,Hosapalya,9 BHK,,3000,9.0,,335.626303660194
Super built-up  Area,Ready To Move,KR Puram,2 BHK,Hivesdr,950,2.0,1.0,66.40597012331185
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,1098,2.0,2.0,71.09257661814556
Plot  Area,Ready To Move,Hegganahalli,3 Bedroom,,700,2.0,2.0,82.7779944882101
