area_type,availability,location,size,society,total_sqft,bath,balcony,price
Plot  Area,Ready To Move,KSRTC Layout,6 Bedroom,,1000,6.0,3.0,176.4609375
Super built-up  Area,18-Jul,Ramagondanahalli,2 BHK,ViistLa,1235,2.0,1.0,93.3564453125
Super built-up  Area,18-Sep,Chandapura,2 BHK,SunceEs,1015,2.0,2.0,27.2451171875
Super built-up  Area,Ready To Move,Hormavu,2 BHK,,970,2.0,2.0,35.58203125
Super built-up  Area,18-Jul,Old Madras Road,2 BHK,SheldGr,1225,2.0,1.0,54.8662109375
Plot  Area,18-May,TC Palaya,3 Bedroom,,1200,2.0,0.0,80.685546875
Super built-up  Area,Ready To Move,KR Puram,2 BHK,SVlesas,1156,2.0,1.0,39.703125
Super built-up  Area,Ready To Move,Kaikondrahalli,3 BHK,Brtiael,1735,2.0,2.0,77.1416015625
Super built-up  Area,Ready To Move,Kengeri,2 BHK,,750,2.0,1.0,25.5849609375
Built-up  Area,Ready To Move,Kattigenahalli,1 BHK,,750,1.0,2.0,77.5146484375
Built-up  Area,Ready To Move,RMV Extension,3 BHK,Hohnari,1775,3.0,1.0,108.3154296875
Super built-up  Area,Ready To Move,Kumaraswami Layout,3 BHK,RoisePa,1350,2.0,1.0,51.1884765625
Super built-up  Area,Ready To Move,Begur Road,2 BHK,DhncyRe,965,2.0,2.0,26.7685546875
Super built-up  Area,Ready To Move,Hennur Road,3 BHK,Gaodsch,1505,3.0,2.0,102.8818359375
Super built-up  Area,Ready To Move,Sector 7 HSR Layout,2 BHK,Saitya ,1342,2.0,2.0,109.08984375
Plot  Area,Ready To Move,Shivaji Nagar,1 Bedroom,,374,1.0,0.0,113.794921875
Super built-up  Area,Ready To Move,Mahadevpura,3 BHK,3Codeli,2178,3.0,1.0,126.23828125
Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1452,3.0,3.0,85.3388671875
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1580,2.0,1.0,60.923828125
Super built-up  Area,Ready To Move,8th Block Jayanagar,4 BHK,Vaisei ,3367,5.0,,404.1484375
Built-up  Area,Ready To Move,Whitefield,2 BHK,P acera,1305,2.0,1.0,79.3359375
Super built-up  Area,Ready To Move,Old Madras Road,2 BHK,Brglede,1210,2.0,1.0,54.142578125
Built-up  Area,18-Dec,Electronic City,2 BHK,,1090,2.0,1.0,49.4287109375
Plot  Area,Ready To Move,Srinagar,6 Bedroom,,1800,5.0,2.0,225.521484375
Super built-up  Area,Ready To Move,Murugeshpalya,2 BHK,Sahtsi ,1175,2.0,1.0,63.0205078125
Super built-up  Area,Ready To Move,Electronic City,3 BHK,Itvir M,1103,2.0,2.0,45.44921875
Built-up  Area,Ready To Move,Nagarbhavi,4 Bedroom,,2700,4.0,1.0,193.66015625
Super built-up  Area,19-Dec, Bhoganhalli,1 RK,Rosha I,336,1.0,0.0,24.666015625
Super built-up  Area,Ready To Move,Bagalur,3 BHK,Krton S,2767,3.0,1.0,151.265625
Plot  Area,Ready To Move,9th Phase JP Nagar,4 Bedroom,,600,4.0,0.0,133.70703125
Super built-up  Area,Ready To Move,Old Madras Road,4 BHK,Brica E,3630,6.0,1.0,260.3408203125
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,2556,3.0,2.0,158.388671875
Plot  Area,Ready To Move,Frazer Town,4 Bedroom,,2400,4.0,0.0,335.9208984375
Super built-up  Area,Ready To Move,BTM Layout,2 BHK,Raide P,1303,2.0,1.0,74.4052734375
Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Rie 2ri,1000,2.0,2.0,32.830078125
Super built-up  Area,Ready To Move,Hennur,2 BHK,SLureSi,1050,2.0,1.0,50.05078125
Super built-up  Area,19-Dec,7th Phase JP Nagar,4 BHK,Puarero,2504,4.0,1.0,177.32421875
Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,,1035,2.0,1.0,63.5849609375
Super built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,Bipan A,1076,2.0,2.0,84.2578125
Super built-up  Area,18-May,Electronics City Phase 1,2 BHK,Shitt S,1200,2.0,2.0,52.4775390625
Built-up  Area,18-Dec,Electronic City Phase II,2 BHK,Sryalan,1090,2.0,1.0,39.9228515625
Super built-up  Area,Ready To Move,Whitefield,2 BHK,SSthamh,1180,2.0,2.0,70.5537109375
Super built-up  Area,21-Dec,Thanisandra,3 BHK,Bhe 2ko,1349,3.0,3.0,82.4755859375
Built-up  Area,Ready To Move,Thubarahalli,4 Bedroom,Raosehi,2000,4.0,2.0,142.7802734375
Plot  Area,Ready To Move,Hosa Road,9 Bedroom,,4000,9.0,3.0,407.025390625
Super built-up  Area,Ready To Move,Hebbal,3 BHK,Brium C,3450,5.0,2.0,273.5986328125
Built-up  Area,Ready To Move,Banashankari,4 Bedroom,Bharani,1300,3.0,1.0,103.7080078125
Built-up  Area,Ready To Move,Devanahalli Road,3 Bedroom,,2424,3.0,3.0,135.849609375
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Bhncy R,1230,2.0,2.0,62.966796875
Super built-up  Area,18-Jul,Bhoganhalli,4 BHK,Rosha I,2119,4.0,3.0,142.8349609375
Super built-up  Area,Ready To Move,Lakshmi Layout,3 BHK,,1600,3.0,,45.9033203125
Super built-up  Area,Ready To Move, Hoodi,1 BHK,Aklon A,750,1.0,1.0,12207098247816.393
Super built-up  Area,Ready To Move,Whitefield,2 BHK,MKensi ,1225,2.0,2.0,72.7255859375
Built-up  Area,18-Apr,Doddaballapur,1 Bedroom,,5Acres,1.0,0.0,23.77734375
Plot  Area,Ready To Move,nynappanahalli,3 Bedroom,,3600,3.0,1.0,403758164848.5088
Super built-up  Area,Ready To Move,Talaghattapura,3 BHK,,1350,2.0,1.0,73.111328125
Super built-up  Area,Ready To Move,Thirupalya,2 BHK,Pao 2Sm,1025,2.0,1.0,64.861328125
Super built-up  Area,Ready To Move,Jigani,2 BHK,DLhtsan,920,2.0,1.0,27.4921875
Super built-up  Area,Ready To Move,Narayanappa Garden,2 BHK,Vacle P,1140,2.0,2.0,51.2177734375
Plot  Area,Ready To Move,Sector 3 HSR Layout,1 Bedroom,,1200,1.0,,54.49609375
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Veales ,1350,2.0,2.0,78.7568359375
Built-up  Area,Ready To Move,Subramanyapura,3 BHK,NaersSh,1750,3.0,2.0,104.81640625
Super built-up  Area,Ready To Move,Electronic City,1 BHK,Goty  E,638,1.0,1.0,5.9775390625
Super built-up  Area,18-Apr,EPIP Zone,2 BHK,BrontLa,1130,2.0,1.0,67.1494140625
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Puallhi,1984,4.0,1.0,155.73828125
Super built-up  Area,Ready To Move,Gottigere,2 BHK,Krryll ,1163,2.0,3.0,33.9169921875
Super built-up  Area,Ready To Move,Kathriguppe,3 BHK,,1390,2.0,3.0,66.8896484375
Super built-up  Area,Ready To Move,Nandini Layout,1 BHK,,400,1.0,1.0,27.2177734375
Super built-up  Area,Ready To Move,Chandra Layout,2 BHK,,864,2.0,1.0,67.2216796875
Super built-up  Area,18-Nov,Kengeri,1 BHK,VBn 2lm,540,1.0,1.0,5.9765625
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,Sondaka,950,2.0,2.0,29.8173828125
Super built-up  Area,18-Nov,Govindpura,2 BHK,,1171,2.0,1.0,17.287109375
Plot  Area,Ready To Move,Sadanand Nagar,3 Bedroom,,3075,3.0,1.0,412.1611328125
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,NCowsar,1692,3.0,2.0,86.701171875
Super built-up  Area,Ready To Move,Kodihalli,4 BHK,Soianal,3321,4.0,2.0,399.9873046875
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,SLaceda,1140,2.0,1.0,56.037109375
Super built-up  Area,Ready To Move,Subramanyapura,3 BHK,Mayne A,1260,2.0,1.0,60.2109375
Built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,,700,2.0,0.0,71.4013671875
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,Dyayash,1485,3.0,2.0,85.744140625
Super built-up  Area,18-May,Rachenahalli,1 BHK,AsNowre,660 - 690,1.0,0.0,16.142578125
Built-up  Area,Ready To Move,Kothannur,2 BHK,,1090,2.0,3.0,20.9111328125
Carpet  Area,20-Dec,Kanakpura Road,3 BHK,Roiti A,978,3.0,0.0,80.052734375
Super built-up  Area,15-Oct,Jeevanhalli,3 BHK,Moersrm,2200,4.0,,137.115234375
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,1700,3.0,2.0,116.2119140625
Plot  Area,Ready To Move,Haralur Road,4 Bedroom,,1200,4.0,,177.4287109375
Super built-up  Area,Ready To Move,Haralur Road,3 BHK,NRowse ,1464,3.0,3.0,89.8984375
Super built-up  Area,18-Aug,Hennur Road,3 BHK,Puachal,1804,3.0,2.0,117.3095703125
Super built-up  Area,Ready To Move,Gottigere,2 BHK,,1230,2.0,2.0,39.6875
Built-up  Area,18-Aug,Battarahalli,3 BHK,PaontWa,2082,3.0,2.0,98.2265625
Built-up  Area,Ready To Move,Begur Road,3 BHK,Dhalsh ,1500,2.0,2.0,50.939453125
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,,1100,2.0,2.0,51.5693359375
Super built-up  Area,Ready To Move,Rachenahalli,3 BHK,Sovar S,1530,2.0,2.0,71.89453125
Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,,909,2.0,0.0,60.0458984375
Super built-up  Area,Ready To Move,Whitefield,3 BHK,,1380,3.0,1.0,104.169921875
Built-up  Area,Ready To Move,Telecom Layout,3 Bedroom,,2140,4.0,1.0,152.1787109375
Super built-up  Area,Ready To Move,Bellandur,2 BHK,Octons ,1309,2.0,,73.083984375
Super built-up  Area,Ready To Move,Electronic City,2 BHK,GMown E,1070,2.0,1.0,48.2509765625
Plot  Area,18-Feb,Sarjapur  Road,4 Bedroom,,2650,4.0,2.0,254.7099609375
Super built-up  Area,Ready To Move,Basavangudi,2 BHK,,1150,2.0,2.0,138.2646484375
Built-up  Area,Ready To Move,Pulkeshi Nagar,5 BHK,ElaleSp,3500,5.0,,261.9970703125
Super built-up  Area,Ready To Move,Thirupalya,1 BHK,Pao 2Sm,675,1.0,1.0,26.544921875
Super built-up  Area,Ready To Move,Electronic City Phase II,3 BHK,Brods W,1333,3.0,1.0,72.86328125
Built-up  Area,19-Dec,"Hoodi Circle, ",3 BHK,,1545,3.0,2.0,91.4501953125
Super built-up  Area,Ready To Move,Sanjay nagar,3 BHK,,1500,3.0,1.0,129.470703125
Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,Soiniy ,1697,3.0,2.0,108.208984375
Plot  Area,Ready To Move,Koppa village,6 Bedroom,,1000,5.0,1.0,403758164932.96875
Super built-up  Area,Ready To Move,Thanisandra,3 BHK,,2735,3.0,3.0,149.3544921875
Built-up  Area,Ready To Move,T Dasarahalli,1 Bedroom,,480,1.0,0.0,54.5029296875
Super built-up  Area,18-Jul,Bhoganhalli,4 BHK,Rosha I,2171,4.0,2.0,147.8818359375
Plot  Area,Ready To Move,Hormavu,4 Bedroom,,3054,4.0,1.0,252.763671875
Super built-up  Area,20-Dec,Old Madras Road,2 BHK,SheldGr,1165 - 1225,2.0,0.0,55.955078125
Super built-up  Area,17-Nov,Babusapalaya,3 BHK,,1214,2.0,2.0,39.685546875
Super built-up  Area,Ready To Move,Dena Bank Colony,1 BHK,AlentAp,570,1.0,2.0,17.6845703125
Super built-up  Area,Ready To Move,Choodasandra,2 BHK,MJiyayl,1249,2.0,2.0,67.650390625
Built-up  Area,Ready To Move,R.T. Nagar,2 BHK,,1000,2.0,2.0,60.6640625
Super built-up  Area,19-Dec,Binny Pete,4 BHK,Shestlo,2695 - 2940,,,138.51171875
Super built-up  Area,17-Nov,Sarjapur  Road,3 BHK,PualeSk,1924,4.0,1.0,152.8427734375
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1153,2.0,2.0,49.765625
Built-up  Area,Ready To Move,"Varthur Road, ",1 BHK,,663,1.0,1.0,0.474609375
Super built-up  Area,Ready To Move,Ambalipura,3 BHK,SJarkte,1730,3.0,1.0,126.4716796875
Super built-up  Area,Ready To Move,Doddakallasandra,3 BHK,,1145,2.0,1.0,41.6513671875
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1304,2.0,2.0,46.92578125
Super built-up  Area,21-Dec,Hebbal,3 BHK,Raard B,1645,3.0,2.0,139.9306640625
Super built-up  Area,Ready To Move,Lingadheeranahalli,4 BHK,Soiewre,2247,4.0,2.0,157.583984375
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,,1152,3.0,1.0,74.1259765625
Built-up  Area,Ready To Move,"yelahanka, north",3 BHK,,1512,2.0,2.0,403758165046.0996
Super built-up  Area,Ready To Move,RMV 2nd Stage,4 BHK,,2830,4.0,0.0,310.2373046875
Super built-up  Area,Ready To Move,Ittamadu,2 BHK,,1080,2.0,0.0,30.2138671875
Plot  Area,Ready To Move,Whitefield,5 Bedroom,PrOakSi,2200,5.0,0.0,260.359375
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,GrrvaGr,1608,3.0,3.0,80.4853515625
Built-up  Area,Ready To Move,Hebbal,2 BHK,,1068,2.0,1.0,93.4111328125
Plot  Area,Ready To Move,5th Phase JP Nagar,4 Bedroom,,1200,4.0,1.0,166.08984375
Super built-up  Area,Ready To Move,Koramangala,3 BHK,Gencysi,2100,3.0,2.0,215.3564453125
Super built-up  Area,Ready To Move,Jakkur,3 BHK,,1711,3.0,1.0,136.0224609375
Super built-up  Area,Ready To Move,Hoodi,3 BHK,Keers S,1769,3.0,3.0,103.44921875
Super built-up  Area,Ready To Move,Vittasandra,3 BHK,Prlla C,1650,3.0,2.0,97.7822265625
Super built-up  Area,Ready To Move,Kereguddadahalli,2 BHK,,4000,2.0,1.0,171.5771484375
Super built-up  Area,Ready To Move,Alfa Garden Layout,2 BHK,,1010,2.0,1.0,38.5966796875
Super built-up  Area,Ready To Move,Kenchenahalli,2 BHK,AriosPa,1145,2.0,2.0,53.8427734375
Super built-up  Area,Ready To Move,Doopanahalli,3 BHK,VancyRe,2050,4.0,1.0,202.3896484375
Plot  Area,Ready To Move,kg halli hidayat nagar,6 Bedroom,,600,3.0,3.0,403758165003.91406
Super built-up  Area,Ready To Move,Srinivasa Nagar,4 BHK,,3500,4.0,3.0,213.0439453125
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1295,2.0,2.0,46.4921875
Built-up  Area,Ready To Move,Kauser Nagar,9 BHK,,4000,8.0,,403758164792.4053
Plot  Area,Ready To Move,Whitefield,4 Bedroom,SarkkHy,2660,3.0,2.0,232.7685546875
Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1128,2.0,1.0,51.0498046875
Super built-up  Area,Ready To Move,Sathya Sai Layout,4 BHK,Prowshi,5576,6.0,3.0,565.6064453125
Super built-up  Area,19-Dec,Hoodi,3 BHK,,1350,3.0,2.0,85.7685546875
Plot  Area,Ready To Move,Hulimavu,9 Bedroom,,1200,9.0,1.0,284.15625
Super built-up  Area,Ready To Move,Dasarahalli,3 BHK,Sooneoo,1902.55,3.0,2.0,108.2880859375
Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,Prncy R,1180,2.0,2.0,44.228515625
Super built-up  Area,Ready To Move,Iblur Village,3 BHK,Emine P,2666,4.0,1.0,208.1142578125
Super built-up  Area,Ready To Move,Doddanakundi Industrial Area 2,2 BHK,,1194,2.0,1.0,58.0703125
Super built-up  Area,Ready To Move,Bellandur ORR,4 BHK,,3335,4.0,3.0,1192588664947.0156
Plot  Area,Ready To Move,Sector 2 HSR Layout,1 Bedroom,,900,1.0,1.0,97.314453125
Built-up  Area,Ready To Move,Ulsoor,2 BHK,,900,2.0,0.0,69.9990234375
Plot  Area,Ready To Move, Devarachikkanahalli,5 Bedroom,,1960,6.0,,245.4541015625
Plot  Area,Ready To Move,Dodda Nekkundi,4 Bedroom,FeisePa,4000,5.0,,356.7236328125
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,Gaent R,882,2.0,2.0,32.0126953125
Built-up  Area,Ready To Move,Nagappa Reddy Layout,2 BHK,,1150,2.0,2.0,45.5830078125
Super built-up  Area,19-Oct,Hebbal,3 BHK,SNontle,2600,3.0,2.0,186.0126953125
Built-up  Area,Ready To Move,Kengeri,1 BHK,,405,1.0,0.0,9.740234375
Super built-up  Area,Ready To Move,Parappana Agrahara,2 BHK,Peide L,1194,2.0,2.0,39.736328125
Super built-up  Area,Ready To Move,JP Nagar,3 BHK,MBncyh ,1485,2.0,2.0,81.8271484375
Built-up  Area,Ready To Move,MCECHS  layout,2 BHK,,1150,2.0,2.0,38.873046875
Super built-up  Area,18-Dec,Lalbagh Road,3 BHK,,2485,3.0,2.0,290.783203125
Super built-up  Area,Ready To Move,2nd Block Koramangala,2 BHK,,1200,2.0,1.0,502.9921875
Super built-up  Area,18-Oct,Vidyapeeta,2 BHK,,1095,2.0,2.0,19.412109375
Super built-up  Area,Ready To Move,Kadugodi,2 BHK,Alestrb,1314,2.0,1.0,50.484375
Super built-up  Area,Ready To Move,Naidu Layout,2 BHK,,1180,2.0,1.0,48.962890625
Plot  Area,Ready To Move,Uttarahalli,7 Bedroom,,1750,7.0,0.0,257.125
Super built-up  Area,19-Jan,Gunjur,2 BHK,,1304,2.0,1.0,68.3564453125
Super built-up  Area,Ready To Move,Hulimavu,3 BHK,NiarkHy,1222,2.0,1.0,62.1357421875
Plot  Area,Ready To Move,Bhuvaneswari Nagar,5 Bedroom,,1410,4.0,,177.9443359375
Super built-up  Area,Ready To Move,BTM 2nd Stage,2 BHK,Fea 3Al,880,3.0,0.0,122.935546875
Super built-up  Area,Ready To Move,Wilson Garden,3 BHK,SaageWi,2163,3.0,,207.4697265625
Super built-up  Area,Ready To Move,Jeevanhalli,2 BHK,Puarka ,1200,2.0,2.0,39.0751953125
Super built-up  Area,19-Dec,7th Phase JP Nagar,3 BHK,Puarero,1975 - 2289,3.0,0.0,140.4833984375
Super built-up  Area,18-Jul,Iblur Village,3 BHK,DNionfl,1920,3.0,2.0,146.2958984375
Super built-up  Area,Ready To Move,Bagalur Main Road,2 BHK,,1197,2.0,2.0,69.115234375
Built-up  Area,Ready To Move,Ardendale,2 BHK,Miwel M,1245,2.0,2.0,61.8701171875
Super built-up  Area,18-Aug,Balagere,2 BHK,Soresea,1007,2.0,1.0,65.9228515625
Super built-up  Area,18-Mar,Rajarajeshwari Nagar,3 BHK,,1410,2.0,2.0,403758165051.2344
Super built-up  Area,Ready To Move,Chandapura,2 BHK,,950,2.0,0.0,29.18359375
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Ahriaup,1050,2.0,2.0,63.419921875
Super built-up  Area,Ready To Move,JP Nagar,3 BHK,,1478,2.0,2.0,81.4892578125
Super built-up  Area,Ready To Move,kanakapura main road,3 BHK,,1425,2.0,2.0,50.439453125
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Ayaya A,1275,2.0,2.0,48.9052734375
Built-up  Area,Ready To Move,Munnekollal,2 BHK,Akave E,1200,2.0,1.0,22.76171875
Built-up  Area,Ready To Move,Kammanahalli,8 Bedroom,,5540,6.0,,353.408203125
Super built-up  Area,Ready To Move,Thigalarapalya,2 BHK,Prtanha,1245,2.0,3.0,74.6455078125
Super built-up  Area,Ready To Move,Hoodi,2 BHK,Mantsm ,1133,2.0,1.0,56.4072265625
Super built-up  Area,18-Dec,Kathreguppe,3 BHK,,1650,3.0,3.0,562.501953125
Super built-up  Area,Ready To Move,Kammasandra,3 BHK,Puitea ,1200,3.0,1.0,56.0205078125
Plot  Area,Ready To Move,R.T. Nagar,3 Bedroom,,900,2.0,1.0,127.53515625
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,,993,2.0,1.0,39.6923828125
Super built-up  Area,18-Feb,Panathur,1 BHK,,661,2.0,1.0,44.7919921875
Super built-up  Area,Ready To Move,OMBR Layout,2 BHK,,1101,2.0,2.0,73.486328125
Super built-up  Area,Ready To Move,Kengeri Satellite Town,2 BHK,Manetr ,785,2.0,1.0,28.259765625
Plot  Area,Ready To Move,Mysore Road,5 Bedroom,,1200,3.0,2.0,145.1533203125
Super built-up  Area,Ready To Move,Vijaya Bank Layout,2 BHK,,1200,2.0,1.0,104.3486328125
Super built-up  Area,Ready To Move,KR Puram,2 BHK,MCvarar,1120,2.0,1.0,37.966796875
Super built-up  Area,18-Oct,Varthur,2 BHK,Soamsay,1210,2.0,1.0,49.212890625
Super built-up  Area,18-May,Electronic City Phase II,4 BHK,SNbay G,2150,4.0,2.0,131.1767578125
Plot  Area,Ready To Move,Sundara Nagar,4 Bedroom,,1450,4.0,2.0,176.537109375
Super built-up  Area,18-Jul,Electronic City Phase II,2 BHK,Sryalan,1000,2.0,1.0,35.3671875
Built-up  Area,Ready To Move,Whitefield,2 BHK,,1197,2.0,1.0,74.1240234375
Super built-up  Area,Ready To Move,Electronics City Phase 1,1 BHK,Shiaa S,695,1.0,1.0,9.21875
Super built-up  Area,Ready To Move,Hebbal,2 BHK,Mahosya,1420,2.0,1.0,110.18359375
Super built-up  Area,Ready To Move,Electronics City Phase 1,3 BHK,,1565,2.0,1.0,70.76953125
Super built-up  Area,Ready To Move,Sultan Palaya,4 BHK,RSntsAp,2200,3.0,3.0,112.2373046875
Super built-up  Area,Ready To Move,Herohalli,2 BHK,,1200,2.0,1.0,22.326171875
Super built-up  Area,Ready To Move,Kundalahalli,2 BHK,Dieldli,1047,2.0,1.0,83.5126953125
Super built-up  Area,Ready To Move,BEML Layout,3 BHK,,1375,2.0,2.0,69.66015625
Plot  Area,Ready To Move,MS Pallya,2 Bedroom,,990,1.0,1.0,38.1875
Built-up  Area,Ready To Move,Bagalur,4 BHK,Krton S,2400,4.0,2.0,152.66015625
Super built-up  Area,Ready To Move,Banashankari Stage III,3 BHK,Pridsi ,1260,2.0,1.0,52.3916015625
Super built-up  Area,Ready To Move,Shanthinagar,2 BHK,,1080,2.0,2.0,403758165065.3008
Built-up  Area,Ready To Move,Omkar Nagar,3 BHK,,1200,3.0,2.0,68.0986328125
Super built-up  Area,17-May,Chikkalasandra,3 BHK,,1348,2.0,1.0,68.5966796875
Built-up  Area,18-Apr,Whitefield,2 BHK,,1170,2.0,1.0,72.8212890625
Super built-up  Area,Ready To Move,Chandapura,2 BHK,PavesGr,806,2.0,2.0,17.1611328125
Super built-up  Area,20-Dec,Jakkur,2 BHK,ArndsSk,1245,2.0,1.0,92.1083984375
Built-up  Area,Ready To Move,"Sarjapur Road, ",4 Bedroom,,2200,4.0,3.0,168.7060546875
Plot  Area,Ready To Move,Tumkur Road,6 Bedroom,,1200,5.0,2.0,193.56640625
Super built-up  Area,Ready To Move,Rajaji Nagar,2 BHK,Brway G,1370,3.0,2.0,269.1533203125
Carpet  Area,Ready To Move,Thanisandra,2 BHK,R ra  R,1449,2.0,2.0,78.384765625
Super built-up  Area,18-May,Kumbena Agrahara,3 BHK,,1355,3.0,,70.01953125
Super built-up  Area,Ready To Move,Murugeshpalya,2 BHK,,1240,2.0,3.0,61.0830078125
Super built-up  Area,18-May,Devanahalli,3 BHK,Cerdsga,1290,2.0,1.0,71.9794921875
Super built-up  Area,19-Mar,Hennur Road,2 BHK,Puachal,1232,2.0,1.0,70.818359375
Super built-up  Area,Ready To Move,Mahadevpura,2 BHK,Neisei ,1212,2.0,1.0,58.197265625
Super built-up  Area,19-Dec,Chandapura,3 BHK,SuVue S,1225,3.0,1.0,61.34375
Built-up  Area,Ready To Move,Hebbal,2 BHK,Arsil B,1070,2.0,2.0,90.970703125
Built-up  Area,Ready To Move,Raghavendra Layout,3 BHK,,1974,3.0,2.0,105.921875
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,PualeSk,1711,3.0,1.0,119.2802734375
Built-up  Area,Ready To Move,Jalahalli West,1 BHK,Prntsax,460,1.0,1.0,10.6318359375
Built-up  Area,17-Sep,Thanisandra,2 BHK,Bhmesy ,1276,2.0,2.0,60.275390625
Built-up  Area,18-May,Raja Rajeshwari Nagar,2 BHK,Prllsan,1168,2.0,1.0,43.11328125
Super built-up  Area,Ready To Move,MS Pallya,2 BHK,,1200,2.0,0.0,2.9140625
Plot  Area,Ready To Move,Canara Bank Colony,9 Bedroom,,1650,9.0,3.0,294.267578125
Super built-up  Area,Ready To Move,Cunningham Road,4 BHK,,5400,4.0,3.0,890.849609375
Plot  Area,Ready To Move,Old Madras Road,9 Bedroom,,750,9.0,3.0,248.0966796875
Super built-up  Area,Ready To Move,Hosa Road,2 BHK,SSaleRo,1025,2.0,1.0,47.322265625
Super built-up  Area,18-Dec,Hebbal,3 BHK,SNontle,2526,3.0,2.0,182.4423828125
Super built-up  Area,22-Jun,Hoodi,3 BHK,GoAirej,1853,3.0,2.0,110.0400390625
Super built-up  Area,Ready To Move,Jalahalli,2 BHK,Kuownri,905,2.0,2.0,50.65234375
Plot  Area,Ready To Move,Hulimavu,5 Bedroom,,1500,5.0,3.0,207.845703125
Super built-up  Area,18-Dec,Hebbal,3 BHK,Cehosy ,3485,5.0,2.0,275.287109375
Super built-up  Area,Ready To Move,Bisuvanahalli,2 BHK,Prityel,845,2.0,1.0,35.046875
Super built-up  Area,Ready To Move,Banashankari,3 BHK,V2anags,1440,2.0,,91.359375
Super built-up  Area,Ready To Move,Hosur Road,4 BHK,Saageat,2800,4.0,2.0,180.0556640625
Super built-up  Area,Ready To Move,Anekal,2 BHK,,732,1.0,2.0,26.0693359375
Plot  Area,Ready To Move,Kothannur,4 Bedroom,,1200,5.0,,170.98828125
Super built-up  Area,Ready To Move,Hosapalya,9 BHK,,3000,9.0,,278.3798828125
Super built-up  Area,Ready To Move,KR Puram,2 BHK,Hivesdr,950,2.0,1.0,29.763671875
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,Bhmesy ,1098,2.0,2.0,51.4736328125
Plot  Area,Ready To Move,Hegganahalli,3 Bedroom,,700,2.0,2.0,77.6552734375
Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1153,2.0,2.0,49.765625
Super built-up  Area,18-Nov,manyata park,2 BHK,,1300,2.0,1.0,50.2021484375
Super built-up  Area,Ready To Move,Tindlu,2 BHK,Alubys ,1166,2.0,2.0,27.197265625
Super built-up  Area,Ready To Move,2nd Phase Judicial Layout,2 BHK,,1055,2.0,1.0,40.412109375
Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1197,2.0,1.0,74.04296875
Built-up  Area,Ready To Move,Banashankari Stage III,2 BHK,DatroGo,1270,2.0,2.0,52.4072265625
Super built-up  Area,Ready To Move,Vignana Nagar,9 BHK,,1500,7.0,,164.4755859375
Plot  Area,Ready To Move,Battarahalli,4 Bedroom,,1200,3.0,1.0,127.365234375
Super built-up  Area,Ready To Move,Kaggadasapura,2 BHK,,1164,2.0,2.0,40.2607421875
Super built-up  Area,Ready To Move,Maruthi Nagar,3 BHK,,1447,2.0,2.0,71.291015625
Plot  Area,18-Aug,soukya road,3 Bedroom,,1500,3.0,1.0,403758164949.83984
Plot  Area,Ready To Move,Nobo Nagar,3 Bedroom,,1600,3.0,0.0,157.482421875
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,MJinele,1198,2.0,2.0,68.7041015625
Super built-up  Area,Ready To Move,JP Nagar,4 BHK,Brnumnn,3200,4.0,2.0,209.2939453125
Super built-up  Area,Ready To Move,Harlur,2 BHK,Prncyrn,1174,2.0,1.0,72.93359375
